userID,sex,age,mask,glasses,seatbelt,cigar,phone
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
049,1,30,False,True,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
062,1,60,False,False,False,False,False
