id,case,label_file,img_path,lens_color,transparency,metalness,roll,pitch,yaw,gesture
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_0.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_0.cam_rearview.f_1.rgb.png,default,1.0,0,-28.259442888782406,38.324356461019825,-29.335020119910517,vehicle_shrug_hands_out
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_1.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_1.cam_rearview.f_1.rgb.png,default,1.0,0,-25.642027848098245,38.07079918495191,-25.62492363421955,vehicle_counting_in_1
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_10.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_10.cam_rearview.f_1.rgb.png,default,1.0,0,-21.322882570509144,39.12055389170682,-29.79710256753946,vehicle_viewing_right_phone_12
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_11.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_11.cam_rearview.f_1.rgb.png,default,1.0,0,-16.676898251929142,26.849211150940114,-26.814638078686542,vehicle_ok
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_12.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_12.cam_rearview.f_1.rgb.png,default,0.7646014918255282,1,-20.313939834084593,21.749599790297296,-36.328166126617035,vehicle_asleep_back_02
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_13.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_13.cam_rearview.f_1.rgb.png,default,1.0,0,-16.53296975496591,28.358241489654954,-25.767544407969392,vehicle_default
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_14.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_14.cam_rearview.f_1.rgb.png,default,1.0,0,-28.429363451808726,32.85139866567811,-38.6378981787084,vehicle_counting_in_3
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_15.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_15.cam_rearview.f_1.rgb.png,default,0.8671366348512308,0,-21.994195761542695,39.45402207175712,-21.645858251011777,vehicle_tap_texting_left_phone_13
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_16.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_16.cam_rearview.f_1.rgb.png,default,0.7942189140868615,1,-17.102533460614588,22.93222784014334,-30.439296621106713,vehicle_counting_in_2
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_17.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_17.cam_rearview.f_1.rgb.png,default,1.0,0,-26.08399910307826,36.44653545435324,-30.60458539893343,vehicle_relaxed
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_18.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_18.cam_rearview.f_1.rgb.png,default,1.0,0,-24.91976125119981,23.549019955608554,-29.466025626084484,vehicle_asleep_forward_03
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_19.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_19.cam_rearview.f_1.rgb.png,default,1.0,0,-24.841302645425515,35.901899612770684,-23.043788774485627,vehicle_default
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_2.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_2.cam_rearview.f_1.rgb.png,default,1.0,0,-22.867994855640767,28.884261219843594,-38.38201615090951,vehicle_look_left
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_20.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_20.cam_rearview.f_1.rgb.png,default,1.0,0,-23.01735502605861,33.10792515249227,-35.724029032883834,vehicle_asleep_left_02
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_21.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_21.cam_rearview.f_1.rgb.png,default,1.0,0,-27.77809545575291,20.78472211270745,-28.966289074064033,vehicle_talk_mic_left_phone_12
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_22.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_22.cam_rearview.f_1.rgb.png,default,1.0,0,-15.208477975498939,23.84853437068267,-36.18517498860295,vehicle_asleep_right_03
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_23.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_23.cam_rearview.f_1.rgb.png,default,0.06357545795425587,0,-18.332975418658823,30.758239770717957,-23.06460299784488,vehicle_default
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_24.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_24.cam_rearview.f_1.rgb.png,default,1.0,0,-24.996323461200113,35.96588388685909,-26.19312958464284,vehicle_tap_texting_left_phone_13
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_25.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_25.cam_rearview.f_1.rgb.png,default,1.0,0,-23.326068722005868,31.669471090871824,-21.18828000447172,vehicle_asleep_back_03
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_26.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_26.cam_rearview.f_1.rgb.png,default,1.0,0,-18.407301041452982,35.492733613550875,-32.49583180675471,vehicle_asleep_back_02
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_27.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_27.cam_rearview.f_1.rgb.png,default,1.0,0,-19.642255334200627,30.28663320342809,-22.88208798891154,vehicle_default
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_28.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_28.cam_rearview.f_1.rgb.png,default,1.0,0,-29.09220150911441,36.548123228447864,-30.226067014454237,vehicle_shake_head_no
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_29.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_29.cam_rearview.f_1.rgb.png,black,0.5908418215669013,1,-21.52535132062996,36.51872889212464,-33.037753666553556,vehicle_counting_out_5
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_3.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_3.cam_rearview.f_1.rgb.png,default,0.9701126124451795,1,-24.83454135376964,38.89940386366083,-23.142169189775924,vehicle_default
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_30.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_30.cam_rearview.f_1.rgb.png,default,0.8143789119635296,0,-18.154342971172497,25.14973892037078,-23.447413604772812,vehicle_drink_from_glass
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_31.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_31.cam_rearview.f_1.rgb.png,default,0.0719348548467822,1,-19.46288428940788,35.747936795699005,-32.789030954276534,vehicle_drink_from_glass
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_32.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_32.cam_rearview.f_1.rgb.png,default,1.0,0,-18.41719905763685,23.903261400723792,-27.06041015390538,vehicle_tap_texting_left_phone_13
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_33.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_33.cam_rearview.f_1.rgb.png,default,1.0,0,-26.97126347863416,21.597430549639597,-26.794959940158066,vehicle_counting_in_2
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_34.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_34.cam_rearview.f_1.rgb.png,default,1.0,0,-21.509015107867704,32.254566732098866,-20.79444056959887,vehicle_pointing_vertical_surface
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_35.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_35.cam_rearview.f_1.rgb.png,default,0.09636016284294317,1,-21.249009434027826,21.99581664616591,-22.00867132244067,vehicle_look_over_shoulder
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_36.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_36.cam_rearview.f_1.rgb.png,default,0.041430914920873634,0,-17.54015482950191,34.11336614404393,-35.47925541728153,vehicle_asleep_back_03
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_37.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_37.cam_rearview.f_1.rgb.png,default,1.0,0,-17.78868062257021,25.373966003676884,-31.919693973089146,vehicle_radio_reach
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_38.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_38.cam_rearview.f_1.rgb.png,default,1.0,0,-27.67741270181357,30.55173306519324,-38.7087498270806,vehicle_pour
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_39.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_39.cam_rearview.f_1.rgb.png,default,1.0,0,-21.198306413465783,29.552695466444863,-39.392254393107024,vehicle_at_ear_right_phone_10
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_4.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_4.cam_rearview.f_1.rgb.png,default,1.0,0,-18.801819691579034,33.81245680992895,-21.79571396361758,vehicle_look_left
id_02,case01,Z:\SAI\data\IR\labeldata\id_02\id_02_case01_40.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_02\id_02_case01_40.cam_rearview.f_1.rgb.png,default,0.973866279990862,0,-23.998954095580803,27.546263401293942,-37.84236355180103,vehicle_asleep_right_02
