id,case,label_file,img_path,lens_color,transparency,metalness,roll,pitch,yaw,gesture
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_0.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_0.cam_rearview.f_1.rgb.png,default,0.9417868123315736,0,-29.308552689925044,38.66910921086469,-27.07037733386447,vehicle_counting_in_4
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_1.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_1.cam_rearview.f_1.rgb.png,default,1.0,0,-20.263521252476657,29.23060299721429,-36.36591195085826,vehicle_default
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_10.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_10.cam_rearview.f_1.rgb.png,default,0.7315108085611595,1,-28.75538067263064,37.54209082039388,-26.191043060419062,vehicle_talk_mic_left_phone_12
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_11.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_11.cam_rearview.f_1.rgb.png,default,0.06815897567624613,0,-20.44298181755619,37.49802840120721,-25.253058693336,vehicle_viewing_left_phone_10
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_12.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_12.cam_rearview.f_1.rgb.png,default,0.03906694745609119,1,-27.05091503914504,23.950961320394903,-23.237233575817037,vehicle_answer_phone_talk
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_13.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_13.cam_rearview.f_1.rgb.png,default,1.0,0,-24.34962497277416,38.59874272639286,-35.82569933637749,vehicle_answer_phone_talk
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_14.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_14.cam_rearview.f_1.rgb.png,default,1.0,0,-19.288317241803433,37.116233006915635,-37.900047852796405,vehicle_talk_mic_left_phone_12
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_15.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_15.cam_rearview.f_1.rgb.png,default,1.0,0,-22.263523326605185,24.33395438183583,-30.35809353720139,vehicle_phone_check_quick
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_16.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_16.cam_rearview.f_1.rgb.png,default,0.8471359194851407,1,-22.142805444534854,28.61151766276162,-36.793089159964346,vehicle_at_ear_right_phone_10
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_17.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_17.cam_rearview.f_1.rgb.png,default,1.0,0,-25.172490587012483,35.32324475177081,-21.05750884147183,vehicle_asleep_back_03
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_18.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_18.cam_rearview.f_1.rgb.png,default,0.8846771214024602,1,-21.996597763932044,32.564178682817584,-32.27572444160343,vehicle_opens_arms_hand_talking
id_31,case01,Z:\SAI\data\IR\labeldata\id_31\id_31_case01_19.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_31\id_31_case01_19.cam_rearview.f_1.rgb.png,default,1.0,0,-24.270070467448377,24.772336054265253,-24.910409436107805,vehicle_asleep_back_03
