label,eye_side,iris_size,dpi
image00002.mat,left,1331.388071410517,96
image00002.mat,right,1442.6631113224332,96
image00004.mat,left,89.98724574032161,96
image00004.mat,right,383.52488067799106,96
image00006.mat,left,221.8596918559972,96
image00006.mat,right,471.58686420190935,96
image00008.mat,left,808.5485531634079,96
image00008.mat,right,1032.9960353967606,96
image00010.mat,left,105.9789233900964,96
image00010.mat,right,205.5274855367281,96
image00013.mat,left,956.3747278591698,96
image00013.mat,right,935.8570997167745,96
image00014.mat,left,920.5965196866036,96
image00014.mat,right,1048.7073326745187,96
image00019.mat,left,834.9335281915365,96
image00019.mat,right,862.1060833064844,96
image00020.mat,left,703.5609887918779,96
image00020.mat,right,944.8869033389407,96
image00021.mat,left,727.194493605913,96
image00021.mat,right,718.4791357655171,96
image00022.mat,left,79.74402587884194,96
image00022.mat,right,308.4437343570857,96
image00023.mat,left,713.6632336383051,96
image00023.mat,right,875.7816872943882,96
image00026.mat,left,550.2357044489108,96
image00026.mat,right,648.3051010791941,96
image00028.mat,left,950.7677275872371,96
image00028.mat,right,1077.3273881768375,96
image00032.mat,left,244.37276549214704,96
image00032.mat,right,225.82809028323882,96
image00035.mat,left,920.6430989934933,96
image00035.mat,right,492.7480333227567,96
image00036.mat,left,248.42296270288935,96
image00036.mat,right,585.5217858445081,96
image00039.mat,left,1018.0369971863969,96
image00039.mat,right,1086.9789461194027,96
image00040.mat,left,1184.567433535046,96
image00040.mat,right,1335.340081967044,96
image00041.mat,left,884.837914522613,96
image00041.mat,right,920.6710078257059,96
image00042.mat,left,1131.685182230291,96
image00042.mat,right,1156.014438094828,96
image00043.mat,left,1028.4251962589776,96
image00043.mat,right,1120.2793853957264,96
image00044.mat,left,1053.3099508659343,96
image00044.mat,right,1175.4948215202855,96
image00045.mat,left,951.2923597489657,96
image00045.mat,right,963.5238932794067,96
image00046.mat,left,903.4539958330352,96
image00046.mat,right,816.0395243032699,96
image00047.mat,left,1149.8797314400263,96
image00047.mat,right,1195.2910533776105,96
image00048.mat,left,1369.0382492755766,96
image00048.mat,right,1507.3105821094914,96
image00049.mat,left,1246.8136707722617,96
image00049.mat,right,1294.5536833691592,96
image00050.mat,left,1107.0688883804073,96
image00050.mat,right,1196.7250341506465,96
image00051.mat,left,956.7010287927089,96
image00051.mat,right,1053.2514493784045,96
image00052.mat,left,1179.2826310794833,96
image00052.mat,right,1256.9852348872928,96
image00053.mat,left,1050.6469664197377,96
image00053.mat,right,1162.4788660017725,96
image00054.mat,left,1047.3576522753444,96
image00054.mat,right,1054.4989593342855,96
image00055.mat,left,1186.9429375560885,96
image00055.mat,right,1234.2884569622718,96
image00056.mat,left,1072.2629571593257,96
image00056.mat,right,1130.5981192943134,96
image00057.mat,left,866.9824791467543,96
image00057.mat,right,973.353691955423,96
image00058.mat,left,1013.3724860293443,96
image00058.mat,right,1207.4165101084934,96
image00059.mat,left,1132.856034541836,96
image00059.mat,right,1249.2678325302998,96
image00060.mat,left,1150.6935691062458,96
image00060.mat,right,1230.4356540731123,96
image00061.mat,left,1106.4549184888615,96
image00061.mat,right,1147.6939722094705,96
image00062.mat,left,1186.697989843325,96
image00062.mat,right,1189.5303195592737,96
image00063.mat,left,1137.4110008975833,96
image00063.mat,right,1164.5320410913923,96
image00064.mat,left,950.6621057371393,96
image00064.mat,right,1013.1936686737062,96
image00065.mat,left,1308.8112954061453,96
image00065.mat,right,1310.5745383135834,96
image00066.mat,left,1049.494209093897,96
image00066.mat,right,1128.4937374350327,96
image00067.mat,left,854.2767725494024,96
image00067.mat,right,748.3756711008933,96
image00070.mat,left,979.9870480738043,96
image00070.mat,right,1058.4491287558253,96
image00072.mat,left,1097.330485137392,96
image00072.mat,right,1266.3048380180408,96
image00074.mat,left,175.87589372013528,96
image00074.mat,right,398.81971199281276,96
image00075.mat,left,737.6378131394097,96
image00075.mat,right,870.1924466088097,96
image00076.mat,left,964.591596881075,96
image00076.mat,right,670.6863237463446,96
image00077.mat,left,93.64855060587128,96
image00077.mat,right,269.86937350349484,96
image00078.mat,left,347.97213893256713,96
image00078.mat,right,583.530775591372,96
image00079.mat,left,1494.0838823380623,96
image00079.mat,right,1624.8320831997273,96
image00080.mat,left,1026.570049049474,96
image00080.mat,right,1026.709549090211,96
image00081.mat,left,729.3697898662833,96
image00081.mat,right,862.4916254984033,96
image00082.mat,left,736.8364858439375,96
image00082.mat,right,983.586163411291,96
image00083.mat,left,933.5554477617491,96
image00083.mat,right,1005.6004547695721,96
image00084.mat,left,828.8298815511195,96
image00084.mat,right,953.8476981756792,96
image00087.mat,left,888.9372180249358,96
image00087.mat,right,964.9811620883853,96
image00088.mat,left,209.90299702178282,96
image00088.mat,right,173.80934896043925,96
image00090.mat,left,831.4712774183281,96
image00090.mat,right,857.8864414707499,96
image00091.mat,left,324.4795688200355,96
image00091.mat,right,158.61619423832067,96
image00092.mat,left,1343.4528759680804,96
image00092.mat,right,1525.5391731230511,96
image00093.mat,left,584.4850828269902,96
image00093.mat,right,614.1578979311945,96
image00095.mat,left,781.948051513131,96
image00095.mat,right,770.4941710814796,96
image00097.mat,left,1083.101535257204,96
image00097.mat,right,1133.6843067165125,96
image00098.mat,left,796.9884608198676,96
image00098.mat,right,925.9878942458806,96
image00099.mat,left,623.2964106292291,96
image00099.mat,right,852.0316017991745,96
image00100.mat,left,1039.008398959309,96
image00100.mat,right,1089.6589862650808,96
image00101.mat,left,773.8201966265142,96
image00101.mat,right,700.8371463492192,96
image00102.mat,left,1446.797753573848,96
image00102.mat,right,1501.1653057192773,96
image00104.mat,left,1521.2598558979385,96
image00104.mat,right,1243.576365704873,96
image00107.mat,left,180.97969893572198,96
image00107.mat,right,535.5737214664297,96
image00108.mat,left,156.58509591862574,96
image00108.mat,right,199.17985875756438,96
image00109.mat,left,1352.4197679589927,96
image00109.mat,right,1490.7647935516513,96
image00112.mat,left,405.8539350658542,96
image00112.mat,right,126.55474523790774,96
image00114.mat,left,825.4644418939835,96
image00114.mat,right,814.2188094271069,96
image00118.mat,left,145.17506469872683,96
image00118.mat,right,349.39515212151707,96
image00120.mat,left,538.2223629320052,96
image00120.mat,right,227.98582042436843,96
image00122.mat,left,940.5571532474014,96
image00122.mat,right,679.2240202362207,96
image00124.mat,left,917.6665724210538,96
image00124.mat,right,1011.128494421297,96
image00126.mat,left,949.4822190353896,96
image00126.mat,right,911.9844493000878,96
image00127.mat,left,897.6151051962885,96
image00127.mat,right,938.4110265410145,96
image00131.mat,left,925.099878758601,96
image00131.mat,right,946.0255473381626,96
image00133.mat,left,756.9242633242013,96
image00133.mat,right,1080.8360349073039,96
image00134.mat,left,237.3829643974188,96
image00134.mat,right,581.2074334670872,96
image00135.mat,left,1261.3299515933797,96
image00135.mat,right,1329.4142936528447,96
image00136.mat,left,734.530652443721,96
image00136.mat,right,954.8507864044077,96
image00137.mat,left,467.3385180965949,96
image00137.mat,right,167.77559472530527,96
image00138.mat,left,859.1200249652836,96
image00138.mat,right,332.9344513894085,96
image00139.mat,left,207.08945352914847,96
image00139.mat,right,129.91295169486784,96
image00140.mat,left,1037.1350494331934,96
image00140.mat,right,971.8956522562376,96
image00143.mat,left,339.3055605788251,96
image00143.mat,right,115.63132985736948,96
image00144.mat,left,976.3561666429172,96
image00144.mat,right,1123.0687821752347,96
image00148.mat,left,1136.5382179615833,96
image00148.mat,right,1254.5805369509953,96
image00150.mat,left,798.7823695143841,96
image00150.mat,right,384.9868389554004,96
image00151.mat,left,628.3284505357957,96
image00151.mat,right,1007.3651704986572,96
image00152.mat,left,902.9652350390447,96
image00152.mat,right,1098.9343565294646,96
image00158.mat,left,259.77027955945425,96
image00158.mat,right,152.18535089101712,96
image00159.mat,left,1287.6664490340713,96
image00159.mat,right,1498.4595983380893,96
image00160.mat,left,282.8460049887176,96
image00160.mat,right,588.2095477377877,96
image00161.mat,left,1573.658372453841,96
image00161.mat,right,1694.163184681293,96
image00164.mat,left,188.3437738374157,96
image00164.mat,right,440.2694710133623,96
image00165.mat,left,1059.6711316061353,96
image00165.mat,right,1084.271189618537,96
image00167.mat,left,585.8205601297077,96
image00167.mat,right,195.2957877185345,96
image00168.mat,left,850.2911363777249,96
image00168.mat,right,664.9518896703338,96
image00170.mat,left,132.41039625012777,96
image00170.mat,right,211.58695883025254,96
image00174.mat,left,1380.023832104601,96
image00174.mat,right,1406.2474771943243,96
image00175.mat,left,1933.002058231471,96
image00175.mat,right,1217.341873766706,96
image00176.mat,left,484.7716913020145,96
image00176.mat,right,717.9956326321176,96
image00179.mat,left,171.86530374196465,96
image00179.mat,right,367.6858156386356,96
image00180.mat,left,648.9843508692592,96
image00180.mat,right,313.84011425730813,96
image00181.mat,left,102.5394474738288,96
image00181.mat,right,268.77478203800746,96
image00182.mat,left,420.1978908914469,96
image00182.mat,right,105.19769911313624,96
image00183.mat,left,1240.5923686566555,96
image00183.mat,right,1352.8718740711008,96
image00186.mat,left,1649.0130027451758,96
image00186.mat,right,2041.8054860141526,96
image00187.mat,left,1185.4754478594489,96
image00187.mat,right,1174.5778671949126,96
image00188.mat,left,178.57172713796442,96
image00188.mat,right,265.5935384343279,96
image00190.mat,left,1061.428305244725,96
image00190.mat,right,1165.3792988716618,96
image00197.mat,left,885.7485832081464,96
image00197.mat,right,1288.6348767161103,96
image00198.mat,left,333.42931495846983,96
image00198.mat,right,588.8195509901324,96
image00199.mat,left,761.5253670246974,96
image00199.mat,right,726.3649212242328,96
image00202.mat,left,1288.663211009659,96
image00202.mat,right,1390.9017873021505,96
image00203.mat,left,935.8535961603068,96
image00203.mat,right,1014.084546706347,96
image00204.mat,left,1305.8514821339409,96
image00204.mat,right,1558.2714800095546,96
image00207.mat,left,992.0989995661957,96
image00207.mat,right,1083.939918755443,96
image00208.mat,left,1001.8197989283192,96
image00208.mat,right,1151.1317070212133,96
image00209.mat,left,1160.7031171405008,96
image00209.mat,right,1412.3400380430128,96
image00210.mat,left,436.8514231022513,96
image00210.mat,right,548.6225715353713,96
image00211.mat,left,338.7768188470187,96
image00211.mat,right,523.2284816154488,96
image00213.mat,left,901.3855855496978,96
image00213.mat,right,1077.0874421536623,96
image00214.mat,left,956.2006975486738,96
image00214.mat,right,1019.9530610678964,96
image00215.mat,left,1145.1274730231835,96
image00215.mat,right,1300.4466572706788,96
image00216.mat,left,215.52466153614563,96
image00216.mat,right,458.234213126615,96
image00217.mat,left,1030.6285849210021,96
image00217.mat,right,1019.5944031941079,96
image00218.mat,left,856.3754663367889,96
image00218.mat,right,863.3098480879876,96
image00219.mat,left,1246.8911204093808,96
image00219.mat,right,1355.2683235856691,96
image00222.mat,left,713.8993260138703,96
image00222.mat,right,889.5207676148617,96
image00224.mat,left,1209.3625596086326,96
image00224.mat,right,1194.2109948592808,96
image00227.mat,left,184.29231143794232,96
image00227.mat,right,441.48651497315524,96
image00228.mat,left,343.60195200988477,96
image00228.mat,right,623.9024079891491,96
image00229.mat,left,1124.8444982010062,96
image00229.mat,right,1322.41564614683,96
image00231.mat,left,770.0099516660231,96
image00231.mat,right,966.1359575813632,96
image00233.mat,left,868.2080492445299,96
