id,case,label_file,img_path,lens_color,transparency,metalness,roll,pitch,yaw,gesture
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_0.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_0.cam_rearview.f_1.rgb.png,default,0.8173972901843594,1,-22.919969680838747,39.001678366356096,-26.275859669955167,vehicle_opens_arms_hand_talking
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_1.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_1.cam_rearview.f_1.rgb.png,black,0.4942489916511984,0,-23.141632191108062,24.52765849041551,-31.715815350049716,vehicle_talk_mic_left_phone_12
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_10.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_10.cam_rearview.f_1.rgb.png,default,0.05088944727788066,1,-17.70478058943381,36.9702039646381,-23.28338810871578,vehicle_counting_in_5
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_11.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_11.cam_rearview.f_1.rgb.png,default,1.0,0,-18.420600669791483,33.48456482555345,-25.6156524761781,vehicle_counting_in_1
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_12.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_12.cam_rearview.f_1.rgb.png,default,1.0,0,-22.92503612042158,29.848967038485384,-21.94577760367559,vehicle_viewing_left_phone_10
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_13.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_13.cam_rearview.f_1.rgb.png,default,1.0,0,-29.753760241426118,39.86686127972138,-37.29339663792682,vehicle_shrug_hands_out
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_14.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_14.cam_rearview.f_1.rgb.png,default,1.0,0,-27.317144878036697,28.416823067061635,-20.024057325667876,vehicle_asleep_left_02
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_15.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_15.cam_rearview.f_1.rgb.png,default,0.1288143156465438,1,-24.49124430700397,39.607898820061095,-34.86922293391826,vehicle_default
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_16.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_16.cam_rearview.f_1.rgb.png,default,1.0,0,-29.606417137743207,35.06517481286776,-29.07186408339372,vehicle_counting_out_4
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_17.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_17.cam_rearview.f_1.rgb.png,default,1.0,0,-21.554748975035857,26.444769671864456,-30.90260579791379,vehicle_default
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_18.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_18.cam_rearview.f_1.rgb.png,default,1.0,0,-27.26930294513623,23.06031659158454,-34.16397510165821,vehicle_relaxed
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_19.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_19.cam_rearview.f_1.rgb.png,default,1.0,0,-17.939128177137164,39.16645060599778,-35.16899858403752,vehicle_default
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_2.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_2.cam_rearview.f_1.rgb.png,default,1.0,0,-22.73207513699338,29.726089792883204,-33.74900559808377,vehicle_asleep_forward_02
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_20.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_20.cam_rearview.f_1.rgb.png,default,1.0,0,-20.006504748405355,25.868042257274404,-38.36521128132014,vehicle_relaxed
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_21.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_21.cam_rearview.f_1.rgb.png,default,0.08503676589196602,1,-20.848092703446774,37.89331285221708,-27.794929422064634,vehicle_wave_hello
id_06,case00,Z:\SAI\data\IR\labeldata\id_06\id_06_case00_22.cam_rearview.f_1.info.json,Z:\SAI\data\IR\rawdata\id_06\id_06_case00_22.cam_rearview.f_1.rgb.png,default,1.0,0,-29.235062251600596,29.479428578958938,-26.925744016672155,vehicle_counting_in_2
