id,label,point_cnt
id_00,id_00_case01_0.cam_rearview.f_1.info.json,68
id_00,id_00_case01_1.cam_rearview.f_1.info.json,68
id_00,id_00_case01_10.cam_rearview.f_1.info.json,68
id_00,id_00_case01_11.cam_rearview.f_1.info.json,68
id_00,id_00_case01_12.cam_rearview.f_1.info.json,68
id_00,id_00_case01_13.cam_rearview.f_1.info.json,68
id_00,id_00_case01_14.cam_rearview.f_1.info.json,68
id_00,id_00_case01_15.cam_rearview.f_1.info.json,68
id_00,id_00_case01_16.cam_rearview.f_1.info.json,68
id_00,id_00_case01_17.cam_rearview.f_1.info.json,68
id_00,id_00_case01_18.cam_rearview.f_1.info.json,68
id_00,id_00_case01_19.cam_rearview.f_1.info.json,68
id_00,id_00_case01_2.cam_rearview.f_1.info.json,68
id_00,id_00_case01_20.cam_rearview.f_1.info.json,68
id_00,id_00_case01_21.cam_rearview.f_1.info.json,68
id_00,id_00_case01_22.cam_rearview.f_1.info.json,68
id_00,id_00_case01_23.cam_rearview.f_1.info.json,68
id_00,id_00_case01_24.cam_rearview.f_1.info.json,68
id_00,id_00_case01_25.cam_rearview.f_1.info.json,68
id_00,id_00_case01_26.cam_rearview.f_1.info.json,68
id_00,id_00_case01_27.cam_rearview.f_1.info.json,68
id_00,id_00_case01_28.cam_rearview.f_1.info.json,68
id_00,id_00_case01_29.cam_rearview.f_1.info.json,68
id_00,id_00_case01_3.cam_rearview.f_1.info.json,68
id_00,id_00_case01_30.cam_rearview.f_1.info.json,68
id_00,id_00_case01_31.cam_rearview.f_1.info.json,68
id_00,id_00_case01_32.cam_rearview.f_1.info.json,68
id_00,id_00_case01_33.cam_rearview.f_1.info.json,68
id_00,id_00_case01_34.cam_rearview.f_1.info.json,68
id_00,id_00_case01_35.cam_rearview.f_1.info.json,68
id_00,id_00_case01_36.cam_rearview.f_1.info.json,68
id_00,id_00_case01_37.cam_rearview.f_1.info.json,68
id_00,id_00_case01_38.cam_rearview.f_1.info.json,68
id_00,id_00_case01_39.cam_rearview.f_1.info.json,68
id_00,id_00_case01_4.cam_rearview.f_1.info.json,68
id_00,id_00_case01_40.cam_rearview.f_1.info.json,68
id_00,id_00_case01_41.cam_rearview.f_1.info.json,68
id_00,id_00_case01_42.cam_rearview.f_1.info.json,68
id_00,id_00_case01_43.cam_rearview.f_1.info.json,68
id_00,id_00_case01_44.cam_rearview.f_1.info.json,68
id_00,id_00_case01_45.cam_rearview.f_1.info.json,68
id_00,id_00_case01_46.cam_rearview.f_1.info.json,68
id_00,id_00_case01_47.cam_rearview.f_1.info.json,68
id_00,id_00_case01_48.cam_rearview.f_1.info.json,68
id_00,id_00_case01_49.cam_rearview.f_1.info.json,68
id_00,id_00_case01_5.cam_rearview.f_1.info.json,68
id_00,id_00_case01_50.cam_rearview.f_1.info.json,68
id_00,id_00_case01_51.cam_rearview.f_1.info.json,68
id_00,id_00_case01_52.cam_rearview.f_1.info.json,68
id_00,id_00_case01_53.cam_rearview.f_1.info.json,68
id_00,id_00_case01_54.cam_rearview.f_1.info.json,68
id_00,id_00_case01_55.cam_rearview.f_1.info.json,68
id_00,id_00_case01_56.cam_rearview.f_1.info.json,68
id_00,id_00_case01_57.cam_rearview.f_1.info.json,68
id_00,id_00_case01_58.cam_rearview.f_1.info.json,68
id_00,id_00_case01_59.cam_rearview.f_1.info.json,68
id_00,id_00_case01_6.cam_rearview.f_1.info.json,68
id_00,id_00_case01_60.cam_rearview.f_1.info.json,68
id_00,id_00_case01_61.cam_rearview.f_1.info.json,68
id_00,id_00_case01_62.cam_rearview.f_1.info.json,68
id_00,id_00_case01_63.cam_rearview.f_1.info.json,68
id_00,id_00_case01_64.cam_rearview.f_1.info.json,68
id_00,id_00_case01_65.cam_rearview.f_1.info.json,68
id_00,id_00_case01_66.cam_rearview.f_1.info.json,68
id_00,id_00_case01_67.cam_rearview.f_1.info.json,68
id_00,id_00_case01_68.cam_rearview.f_1.info.json,68
id_00,id_00_case01_69.cam_rearview.f_1.info.json,68
id_00,id_00_case01_7.cam_rearview.f_1.info.json,68
id_00,id_00_case01_70.cam_rearview.f_1.info.json,68
id_00,id_00_case01_71.cam_rearview.f_1.info.json,68
id_00,id_00_case01_72.cam_rearview.f_1.info.json,68
id_00,id_00_case01_73.cam_rearview.f_1.info.json,68
id_00,id_00_case01_74.cam_rearview.f_1.info.json,68
id_00,id_00_case01_75.cam_rearview.f_1.info.json,68
id_00,id_00_case01_76.cam_rearview.f_1.info.json,68
id_00,id_00_case01_77.cam_rearview.f_1.info.json,68
id_00,id_00_case01_78.cam_rearview.f_1.info.json,68
id_00,id_00_case01_79.cam_rearview.f_1.info.json,68
id_00,id_00_case01_8.cam_rearview.f_1.info.json,68
id_00,id_00_case01_9.cam_rearview.f_1.info.json,68
id_00,id_00_case02_0.cam_rearview.f_1.info.json,68
id_00,id_00_case02_1.cam_rearview.f_1.info.json,68
id_00,id_00_case02_10.cam_rearview.f_1.info.json,68
id_00,id_00_case02_11.cam_rearview.f_1.info.json,68
id_00,id_00_case02_12.cam_rearview.f_1.info.json,68
id_00,id_00_case02_13.cam_rearview.f_1.info.json,68
id_00,id_00_case02_14.cam_rearview.f_1.info.json,68
id_00,id_00_case02_15.cam_rearview.f_1.info.json,68
id_00,id_00_case02_16.cam_rearview.f_1.info.json,68
id_00,id_00_case02_17.cam_rearview.f_1.info.json,68
id_00,id_00_case02_18.cam_rearview.f_1.info.json,68
id_00,id_00_case02_19.cam_rearview.f_1.info.json,68
id_00,id_00_case02_2.cam_rearview.f_1.info.json,68
id_00,id_00_case02_20.cam_rearview.f_1.info.json,68
id_00,id_00_case02_21.cam_rearview.f_1.info.json,68
id_00,id_00_case02_22.cam_rearview.f_1.info.json,68
id_00,id_00_case02_23.cam_rearview.f_1.info.json,68
id_00,id_00_case02_24.cam_rearview.f_1.info.json,68
id_00,id_00_case02_25.cam_rearview.f_1.info.json,68
id_00,id_00_case02_3.cam_rearview.f_1.info.json,68
id_00,id_00_case02_4.cam_rearview.f_1.info.json,68
id_00,id_00_case02_5.cam_rearview.f_1.info.json,68
id_00,id_00_case02_6.cam_rearview.f_1.info.json,68
id_00,id_00_case02_7.cam_rearview.f_1.info.json,68
id_00,id_00_case02_8.cam_rearview.f_1.info.json,68
id_00,id_00_case02_9.cam_rearview.f_1.info.json,68
id_00,id_00_case03_0.cam_rearview.f_1.info.json,68
id_00,id_00_case03_1.cam_rearview.f_1.info.json,68
id_00,id_00_case03_10.cam_rearview.f_1.info.json,68
id_00,id_00_case03_11.cam_rearview.f_1.info.json,68
id_00,id_00_case03_12.cam_rearview.f_1.info.json,68
id_00,id_00_case03_13.cam_rearview.f_1.info.json,68
id_00,id_00_case03_14.cam_rearview.f_1.info.json,68
id_00,id_00_case03_15.cam_rearview.f_1.info.json,68
id_00,id_00_case03_16.cam_rearview.f_1.info.json,68
id_00,id_00_case03_17.cam_rearview.f_1.info.json,68
id_00,id_00_case03_18.cam_rearview.f_1.info.json,68
id_00,id_00_case03_19.cam_rearview.f_1.info.json,68
id_00,id_00_case03_2.cam_rearview.f_1.info.json,68
id_00,id_00_case03_20.cam_rearview.f_1.info.json,68
id_00,id_00_case03_21.cam_rearview.f_1.info.json,68
id_00,id_00_case03_22.cam_rearview.f_1.info.json,68
id_00,id_00_case03_23.cam_rearview.f_1.info.json,68
id_00,id_00_case03_24.cam_rearview.f_1.info.json,68
id_00,id_00_case03_25.cam_rearview.f_1.info.json,68
id_00,id_00_case03_3.cam_rearview.f_1.info.json,68
id_00,id_00_case03_4.cam_rearview.f_1.info.json,68
id_00,id_00_case03_5.cam_rearview.f_1.info.json,68
id_00,id_00_case03_6.cam_rearview.f_1.info.json,68
id_00,id_00_case03_7.cam_rearview.f_1.info.json,68
id_00,id_00_case03_8.cam_rearview.f_1.info.json,68
id_00,id_00_case03_9.cam_rearview.f_1.info.json,68
id_00,id_00_case04_0.cam_rearview.f_1.info.json,68
id_00,id_00_case04_1.cam_rearview.f_1.info.json,68
id_00,id_00_case04_10.cam_rearview.f_1.info.json,68
id_00,id_00_case04_11.cam_rearview.f_1.info.json,68
id_00,id_00_case04_12.cam_rearview.f_1.info.json,68
id_00,id_00_case04_13.cam_rearview.f_1.info.json,68
id_00,id_00_case04_14.cam_rearview.f_1.info.json,68
id_00,id_00_case04_15.cam_rearview.f_1.info.json,68
id_00,id_00_case04_16.cam_rearview.f_1.info.json,68
id_00,id_00_case04_17.cam_rearview.f_1.info.json,68
id_00,id_00_case04_18.cam_rearview.f_1.info.json,68
id_00,id_00_case04_19.cam_rearview.f_1.info.json,68
id_00,id_00_case04_2.cam_rearview.f_1.info.json,68
id_00,id_00_case04_20.cam_rearview.f_1.info.json,68
id_00,id_00_case04_21.cam_rearview.f_1.info.json,68
id_00,id_00_case04_22.cam_rearview.f_1.info.json,68
id_00,id_00_case04_23.cam_rearview.f_1.info.json,68
id_00,id_00_case04_24.cam_rearview.f_1.info.json,68
id_00,id_00_case04_25.cam_rearview.f_1.info.json,68
id_00,id_00_case04_26.cam_rearview.f_1.info.json,68
